candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
268,21,Masters,Tier 2,8.7,2,2,3,2,1.07,0,0,13.0,0,7.92,496,MNC
269,21,Bachelors,Tier 2,7.0,2,2,1,3,0.67,2,0,12.5,1,5.52,634,Startup
270,23,Bachelors,Tier 3,8.19,0,5,2,1,0.48,1,0,16.5,1,5.06,459,Mid-size
271,34,Masters,Tier 1,8.36,0,1,2,0,0.45,0,0,6.0,1,8.67,633,MNC
272,22,Bachelors,Tier 1,7.83,2,4,3,1,2.63,2,0,17.5,1,8.67,385,Startup
273,25,Masters,Tier 1,8.32,1,2,3,3,0.31,0,0,14.5,1,9.07,476,Startup
274,32,Masters,Tier 3,9.32,0,1,3,0,0.83,0,1,8.0,1,9.39,620,MNC
275,30,Masters,Tier 3,9.16,0,5,5,1,0.4,1,1,22.5,1,6.58,481,Startup
276,26,Bachelors,Tier 1,8.24,2,2,3,0,3.07,1,0,11.0,1,6.51,612,MNC
277,27,Bachelors,Tier 3,7.05,2,0,4,0,3.37,1,0,9.0,1,8.59,378,Startup
278,24,Bachelors,Tier 1,7.51,0,1,2,0,0.97,1,0,7.0,1,7.55,423,MNC
279,27,Masters,Tier 2,6.55,1,2,4,4,0.43,0,0,18.0,1,7.91,582,MNC
280,31,Bachelors,Tier 3,6.71,0,4,4,0,0.84,0,0,16.0,1,8.57,593,Startup
281,28,Bachelors,Tier 1,7.49,0,2,5,0,5.58,0,0,14.0,1,9.23,562,Mid-size
282,31,Masters,Tier 1,6.29,1,2,5,1,0.28,0,0,15.5,0,5.37,554,Mid-size
283,21,Bachelors,Tier 1,7.68,2,8,1,2,4.32,2,0,23.0,1,5.63,475,MNC
284,26,Bachelors,Tier 1,7.6,3,2,5,5,1.0,0,0,21.5,0,3.66,314,Startup
285,28,Bachelors,Tier 1,7.84,2,1,5,0,0.78,0,0,12.0,1,7.05,376,Startup
286,25,Bachelors,Tier 2,7.43,2,4,1,1,0.43,0,0,11.5,1,3.25,342,Mid-size
287,24,Bachelors,Tier 1,6.96,2,3,1,2,0.26,0,0,11.0,1,6.26,575,MNC
288,22,Bachelors,Tier 2,8.26,4,2,4,1,4.15,1,0,14.5,1,6.8,328,MNC
289,26,Bachelors,Tier 3,8.93,2,2,5,0,0.12,0,0,14.0,1,5.01,151,Startup
290,26,Masters,Tier 3,8.27,2,1,4,1,0.3,1,1,12.5,1,7.14,477,Startup
291,31,Bachelors,Tier 2,7.52,2,2,2,1,1.71,1,0,10.5,1,3.21,462,Mid-size
292,21,Bachelors,Tier 2,8.45,1,3,4,1,0.94,0,0,15.5,1,3.26,524,MNC
293,29,Bachelors,Tier 2,7.33,1,6,1,0,4.19,0,0,14.0,1,8.76,561,MNC
294,32,Bachelors,Tier 2,7.82,3,7,5,0,2.65,1,0,25.0,0,5.52,451,Startup
295,31,Masters,Tier 2,7.39,0,4,5,0,1.62,0,1,18.0,0,3.89,403,Mid-size
296,26,Bachelors,Tier 2,7.94,3,2,1,1,3.86,1,0,8.5,0,6.66,445,Mid-size
297,33,Bachelors,Tier 2,8.45,0,3,4,1,0.37,0,0,15.5,1,8.39,485,Startup
298,23,Bachelors,Tier 2,9.49,0,2,3,3,1.18,0,0,14.5,0,4.51,394,Startup
299,24,Bachelors,Tier 2,7.89,1,5,3,1,2.37,0,0,17.5,0,7.36,389,MNC
300,32,Bachelors,Tier 1,7.37,0,2,5,1,4.25,1,0,16.5,1,3.6,584,Mid-size
301,31,Bachelors,Tier 2,7.44,4,3,4,3,3.46,0,0,18.5,0,3.36,491,Mid-size
302,24,Bachelors,Tier 1,8.35,1,0,5,0,2.25,1,0,11.0,1,6.72,373,MNC
303,23,Bachelors,Tier 3,7.09,1,1,4,0,1.64,1,1,11.0,0,6.78,388,Startup
304,30,Bachelors,Tier 3,7.51,0,1,2,0,1.85,0,1,6.0,0,7.46,468,MNC
305,23,Bachelors,Tier 3,9.22,1,4,2,0,0.05,0,1,12.0,0,8.08,257,MNC
306,23,Bachelors,Tier 1,7.47,1,8,2,1,1.89,1,0,22.5,1,9.83,486,Startup
307,24,Masters,Tier 2,7.15,2,3,1,3,4.33,1,0,13.5,0,6.61,442,Mid-size
308,27,PhD,Tier 1,7.41,1,3,4,1,1.34,0,0,15.5,1,5.26,441,MNC
309,24,Bachelors,Tier 2,8.17,1,4,1,0,3.67,0,0,10.0,0,8.57,388,MNC
310,29,Bachelors,Tier 2,8.06,1,5,4,0,1.64,0,0,18.0,1,4.9,397,MNC
311,21,Bachelors,Tier 2,8.65,1,4,1,0,0.85,1,0,11.0,0,6.07,469,Startup
312,28,Masters,Tier 3,7.42,0,1,5,0,0.37,2,0,14.0,0,3.55,290,Mid-size
313,27,Bachelors,Tier 3,4.73,1,3,4,1,0.51,1,0,16.5,0,3.18,443,MNC
314,22,PhD,Tier 3,7.54,0,3,2,0,2.18,0,1,10.0,0,9.74,435,MNC
315,28,Bachelors,Tier 3,6.42,0,4,4,0,3.21,0,0,16.0,1,8.85,481,MNC
316,21,Bachelors,Tier 2,7.7,1,2,4,1,5.21,0,0,13.5,1,7.87,347,MNC
317,31,Masters,Tier 1,7.77,1,3,3,0,2.85,0,0,12.0,1,5.86,479,MNC
318,32,Bachelors,Tier 2,7.74,0,7,5,2,4.27,1,0,28.0,1,4.21,493,MNC
319,29,Masters,Tier 2,7.39,0,4,2,1,0.91,2,1,15.5,1,4.1,526,Startup
320,29,Bachelors,Tier 3,8.17,1,4,3,1,0.4,0,1,15.5,1,4.75,457,Mid-size
321,22,Masters,Tier 2,6.45,1,5,3,0,0.94,0,1,16.0,1,6.84,403,Startup
322,27,Bachelors,Tier 3,6.96,0,3,4,2,1.0,2,1,19.0,1,8.0,484,Startup
323,34,Bachelors,Tier 1,7.51,0,1,4,1,0.25,0,0,11.5,1,7.62,519,MNC
324,30,Bachelors,Tier 2,6.84,1,2,1,1,1.12,0,0,7.5,1,4.96,401,Startup
325,23,Bachelors,Tier 3,6.46,2,4,4,2,0.96,0,0,19.0,1,9.68,197,Mid-size
326,27,Bachelors,Tier 2,8.48,0,3,1,1,1.45,0,0,9.5,1,8.17,505,Mid-size
327,32,Bachelors,Tier 1,7.83,1,3,2,0,0.71,0,1,10.0,1,6.88,558,MNC
328,30,Bachelors,Tier 3,8.37,1,4,5,1,1.1,1,0,20.5,0,7.28,365,MNC
329,29,Bachelors,Tier 2,7.28,1,4,4,0,0.92,0,0,16.0,1,5.94,563,Startup
330,24,Bachelors,Tier 3,7.74,3,1,1,1,0.43,0,1,5.5,1,4.73,503,MNC
331,32,Masters,Tier 1,7.04,1,5,5,1,1.36,1,0,22.5,1,5.49,261,Mid-size
332,21,Bachelors,Tier 2,8.33,4,6,3,1,1.6,0,0,19.5,1,8.3,599,Mid-size
333,22,Bachelors,Tier 1,7.71,3,5,3,1,1.32,1,0,18.5,1,3.1,534,MNC
334,21,Bachelors,Tier 3,8.5,0,4,3,0,1.07,1,0,15.0,1,3.81,421,Mid-size
335,34,Masters,Tier 1,8.44,1,3,1,2,1.5,1,0,12.0,0,3.32,562,MNC
336,32,PhD,Tier 2,6.79,1,7,1,0,1.73,1,0,17.0,1,3.29,504,Mid-size
337,25,Masters,Tier 3,6.96,3,4,2,2,0.11,1,0,16.0,1,8.99,362,Startup
338,25,Bachelors,Tier 2,7.4,1,1,4,1,0.63,0,0,11.5,0,7.93,526,MNC
339,31,Bachelors,Tier 2,7.52,1,0,2,2,1.69,0,0,7.0,0,6.32,349,Mid-size
340,27,Bachelors,Tier 1,8.34,0,2,1,1,4.18,0,0,7.5,1,3.68,439,MNC
341,29,Bachelors,Tier 2,5.91,2,2,5,3,2.47,0,0,18.5,1,6.44,475,Startup
342,29,Masters,Tier 2,8.55,1,2,5,1,2.51,0,1,15.5,1,6.31,595,MNC
343,23,Masters,Tier 1,7.62,2,1,4,0,0.3,0,0,10.0,1,4.21,507,Mid-size
344,23,Masters,Tier 3,6.55,1,3,4,1,0.97,1,0,16.5,1,6.04,375,MNC
345,23,Bachelors,Tier 1,7.79,1,2,2,0,0.35,0,0,8.0,1,5.79,244,MNC
346,24,Bachelors,Tier 1,7.09,2,3,1,0,0.63,0,0,8.0,1,7.31,424,Mid-size
347,28,Bachelors,Tier 1,8.01,0,4,1,0,4.38,0,0,10.0,1,7.45,757,MNC
348,26,Bachelors,Tier 2,7.36,2,1,2,1,3.45,1,0,8.5,1,3.32,629,MNC
349,28,Bachelors,Tier 3,6.73,1,5,4,0,2.32,1,0,19.0,1,5.62,349,Startup
350,21,Masters,Tier 2,6.3,1,2,1,2,0.7,2,0,11.0,1,7.38,665,Startup
351,28,Bachelors,Tier 2,7.71,2,7,1,0,1.42,1,0,17.0,0,6.52,608,MNC
352,24,Bachelors,Tier 3,7.75,2,1,4,0,0.33,1,0,11.0,1,9.0,370,MNC
353,31,Masters,Tier 2,6.18,3,3,5,3,0.03,0,1,20.5,0,7.61,774,Startup
354,21,Bachelors,Tier 3,5.61,1,2,3,3,8.48,0,1,14.5,0,4.14,411,Mid-size
355,28,PhD,Tier 2,8.0,2,2,1,1,0.75,0,0,7.5,1,3.49,584,Mid-size
356,24,Masters,Tier 1,7.54,0,5,1,0,0.08,0,0,12.0,0,7.5,240,MNC
357,26,Bachelors,Tier 2,8.28,1,4,1,0,0.31,0,0,10.0,0,3.19,304,MNC
358,28,Bachelors,Tier 1,6.88,0,3,3,1,1.0,1,0,14.5,0,7.1,543,MNC
359,24,Masters,Tier 1,6.1,2,5,4,0,2.15,0,0,18.0,1,9.58,452,MNC
360,34,Bachelors,Tier 2,8.48,1,4,2,2,2.77,0,0,15.0,1,7.03,548,Startup
361,23,Bachelors,Tier 3,8.06,2,4,3,1,2.49,1,0,16.5,1,5.72,624,Mid-size
362,34,Bachelors,Tier 2,8.18,3,5,3,1,0.45,0,0,17.5,1,7.5,335,MNC
363,29,Bachelors,Tier 3,6.97,1,5,1,0,3.33,1,0,13.0,1,6.21,458,Startup
364,23,Masters,Tier 1,6.82,1,3,1,0,5.13,1,0,9.0,1,6.82,533,Mid-size
365,29,PhD,Tier 1,7.19,2,5,5,3,2.02,1,0,25.5,1,9.59,595,MNC
366,33,Masters,Tier 1,7.82,2,4,1,0,2.71,0,0,10.0,1,5.7,300,Mid-size
367,22,Masters,Tier 1,8.46,1,3,1,0,2.58,0,0,8.0,1,9.73,268,MNC
368,34,PhD,Tier 1,7.68,2,1,5,3,0.97,2,0,18.5,1,9.34,472,Mid-size
369,22,Bachelors,Tier 2,7.55,1,3,3,1,0.16,1,0,14.5,1,4.37,632,MNC
370,22,Bachelors,Tier 3,8.51,1,0,4,1,1.53,0,0,9.5,1,3.49,471,Mid-size
371,26,Bachelors,Tier 2,7.22,1,0,4,0,1.21,0,0,8.0,1,3.71,334,Startup
372,23,Bachelors,Tier 2,7.62,3,0,3,1,1.66,0,0,7.5,0,3.13,371,Startup
373,33,Bachelors,Tier 1,6.32,2,3,3,1,4.58,3,0,16.5,1,3.66,411,Startup
374,29,Masters,Tier 3,7.71,0,5,3,1,0.69,0,0,17.5,1,7.78,232,Mid-size
375,24,Bachelors,Tier 1,7.79,2,5,1,1,0.19,0,0,13.5,1,3.5,448,Mid-size
376,21,Masters,Tier 1,6.39,3,4,4,1,0.5,0,0,17.5,0,5.23,356,Mid-size
377,24,Bachelors,Tier 3,8.21,3,3,1,0,1.63,0,0,8.0,1,8.91,447,MNC
378,21,Bachelors,Tier 1,7.09,1,4,2,1,0.35,0,1,13.5,1,3.16,659,Mid-size
379,34,Bachelors,Tier 1,7.39,1,5,1,0,0.21,0,0,12.0,1,8.7,593,MNC
380,25,Bachelors,Tier 2,7.42,5,7,4,1,4.98,0,0,23.5,1,4.97,527,Startup
381,24,Bachelors,Tier 1,8.7,2,5,5,0,0.76,0,0,20.0,1,3.83,395,MNC
382,28,Masters,Tier 1,7.51,3,1,4,1,1.19,0,1,11.5,1,7.88,551,Mid-size
383,28,PhD,Tier 1,6.32,1,1,4,3,0.38,0,0,14.5,1,7.4,287,Startup
384,27,Bachelors,Tier 3,6.99,1,2,3,1,0.55,1,0,12.5,1,9.14,340,MNC
385,23,Bachelors,Tier 3,6.84,1,5,4,0,2.18,0,1,18.0,1,8.15,410,Startup
386,21,Bachelors,Tier 1,7.44,3,1,4,0,0.26,0,0,10.0,1,8.62,573,Startup
387,21,Bachelors,Tier 3,8.4,0,6,2,0,1.63,0,0,16.0,1,4.97,358,Startup
388,32,Bachelors,Tier 2,8.19,2,3,3,0,0.82,0,0,12.0,1,4.24,469,Startup
389,31,Bachelors,Tier 2,8.49,1,1,1,2,0.33,0,0,7.0,1,8.25,300,MNC
390,23,PhD,Tier 3,7.81,1,1,2,1,1.56,2,0,9.5,0,8.65,541,Mid-size
391,26,Bachelors,Tier 2,7.71,0,2,4,0,0.03,0,0,12.0,1,9.93,516,MNC
392,27,Masters,Tier 1,8.33,2,7,5,1,2.39,0,0,25.5,1,5.89,607,Startup
393,26,Masters,Tier 3,8.44,2,2,2,0,2.01,0,1,8.0,0,5.6,439,MNC
394,34,PhD,Tier 2,7.26,1,2,1,0,0.36,0,0,6.0,1,8.43,561,Startup
395,34,Bachelors,Tier 2,6.78,1,4,4,3,0.35,0,0,20.5,1,5.39,257,MNC
396,26,Bachelors,Tier 2,8.45,0,3,3,1,0.88,0,0,13.5,0,9.52,328,Mid-size
397,26,Bachelors,Tier 3,7.9,1,6,4,1,0.32,1,0,22.5,0,9.01,386,Startup
398,33,Bachelors,Tier 2,8.85,4,4,2,2,1.29,0,0,15.0,1,6.0,327,MNC
399,23,Bachelors,Tier 2,8.86,2,3,4,0,2.48,0,0,14.0,1,8.26,449,Startup
400,26,Bachelors,Tier 3,7.27,0,0,5,1,0.83,0,0,11.5,1,8.28,606,Startup
401,28,Masters,Tier 1,6.19,0,3,2,2,1.7,0,0,13.0,1,3.72,429,Startup
402,31,Masters,Tier 2,7.58,3,3,5,0,2.36,1,0,17.0,1,9.32,398,Startup
403,31,Bachelors,Tier 3,8.18,0,3,4,1,0.17,0,0,15.5,1,6.54,617,MNC
404,22,Bachelors,Tier 2,7.71,2,1,5,0,1.92,0,1,12.0,0,8.79,289,Startup
405,25,Bachelors,Tier 2,5.8,1,4,2,1,1.85,2,1,15.5,1,5.24,423,Startup
406,34,Bachelors,Tier 1,6.88,2,5,1,0,0.44,0,0,12.0,1,9.27,359,Startup
407,21,Masters,Tier 1,7.26,0,2,5,1,3.96,0,1,15.5,1,5.72,461,MNC
408,32,Bachelors,Tier 1,7.07,3,1,3,2,1.25,0,0,11.0,1,3.08,393,MNC
409,21,Bachelors,Tier 2,8.41,1,8,5,2,0.69,2,0,31.0,1,9.34,274,MNC
410,25,Bachelors,Tier 3,6.19,2,0,3,0,2.83,0,1,6.0,0,3.64,423,Mid-size
411,32,Bachelors,Tier 3,7.82,1,2,3,0,2.46,0,1,10.0,1,5.24,401,Startup
412,33,Bachelors,Tier 2,8.17,2,3,3,2,2.01,0,0,15.0,1,9.65,410,Startup
413,23,Bachelors,Tier 1,7.75,0,4,2,1,7.66,0,1,13.5,1,9.65,282,Startup
414,24,Bachelors,Tier 2,6.59,2,2,5,3,1.2,0,0,18.5,1,7.01,480,Startup
415,23,Bachelors,Tier 2,8.63,0,2,4,1,1.36,1,0,14.5,1,7.42,505,Mid-size
416,21,Bachelors,Tier 2,7.77,4,1,3,0,6.59,1,0,9.0,1,6.14,446,Startup
417,21,PhD,Tier 3,8.1,0,4,1,1,1.13,0,0,11.5,1,5.05,403,MNC
418,32,Bachelors,Tier 2,7.44,2,3,5,2,2.37,0,0,19.0,1,5.3,347,MNC
419,32,Masters,Tier 3,6.5,0,6,4,2,0.48,0,1,23.0,1,7.71,387,Mid-size
420,34,Masters,Tier 3,8.26,0,4,1,0,0.31,2,0,12.0,1,8.27,613,MNC
421,33,Masters,Tier 2,6.9,1,2,4,0,3.71,0,0,12.0,1,8.54,391,Startup
422,34,Bachelors,Tier 2,7.41,3,2,4,1,0.36,1,0,14.5,1,8.53,458,Startup
423,25,Bachelors,Tier 1,7.88,0,4,5,1,0.42,1,0,20.5,1,3.64,462,Startup
424,26,Bachelors,Tier 2,6.64,1,3,5,0,0.5,1,0,17.0,1,6.46,337,Startup
425,23,Bachelors,Tier 2,7.47,3,3,5,1,1.41,1,1,18.5,1,3.4,386,Startup
426,32,Bachelors,Tier 2,6.24,3,1,5,2,1.55,0,0,15.0,1,6.85,480,MNC
427,29,Bachelors,Tier 3,8.04,2,0,1,0,1.53,1,0,3.0,0,6.09,369,Mid-size
428,25,Bachelors,Tier 2,7.3,2,4,1,2,0.46,0,0,13.0,1,9.21,347,Mid-size
429,28,Bachelors,Tier 1,7.75,4,1,1,1,1.16,0,0,5.5,0,5.46,233,Startup
430,33,Masters,Tier 1,7.78,3,8,5,0,0.74,0,0,26.0,0,3.82,528,MNC
431,21,Bachelors,Tier 2,7.41,2,1,3,0,1.69,1,0,9.0,1,4.0,365,Startup
432,34,Masters,Tier 1,6.88,1,2,4,0,0.71,0,0,12.0,0,8.33,330,Startup
433,25,Bachelors,Tier 1,7.53,1,4,3,3,1.09,0,0,18.5,1,7.33,440,MNC
434,23,Masters,Tier 2,7.49,2,3,2,0,0.07,1,0,11.0,0,3.71,487,MNC
435,32,Masters,Tier 3,7.92,1,0,4,0,1.63,0,0,8.0,1,3.59,382,Startup
436,21,Bachelors,Tier 3,8.16,0,2,4,0,1.29,1,1,13.0,0,7.91,650,Mid-size
437,24,Bachelors,Tier 2,7.12,1,5,1,2,1.95,1,0,16.0,1,3.51,604,Startup
438,33,Masters,Tier 3,7.1,2,2,4,1,1.4,0,0,13.5,0,8.75,424,MNC
439,25,Masters,Tier 1,7.01,0,1,3,0,4.42,1,0,9.0,1,7.94,484,MNC
440,27,Bachelors,Tier 1,7.5,3,2,3,2,7.3,0,0,13.0,0,3.57,245,MNC
441,21,Bachelors,Tier 2,7.66,1,3,2,0,0.64,0,0,10.0,1,3.59,516,Startup
442,23,Bachelors,Tier 3,8.59,0,3,4,1,2.09,0,0,15.5,0,9.91,472,Startup
443,22,Bachelors,Tier 2,6.84,2,4,5,1,4.03,1,0,20.5,1,5.62,205,Mid-size
444,29,Bachelors,Tier 2,7.91,1,3,1,1,1.7,1,0,10.5,1,5.59,397,MNC
445,30,Bachelors,Tier 3,8.9,5,6,2,1,3.05,1,0,18.5,1,8.69,259,Startup
446,26,Bachelors,Tier 3,7.16,1,4,2,0,1.6,0,0,12.0,0,9.63,545,Mid-size
447,30,Masters,Tier 3,7.09,1,4,2,5,0.96,0,0,19.5,0,9.9,287,Mid-size
448,23,Bachelors,Tier 2,7.73,0,5,3,1,2.14,1,0,18.5,1,8.27,248,MNC
449,28,Masters,Tier 1,7.67,0,2,2,3,0.63,0,0,12.5,1,5.63,322,Mid-size
450,34,Bachelors,Tier 2,7.29,1,2,4,0,0.45,1,0,13.0,1,3.58,422,MNC
451,28,Masters,Tier 3,7.53,1,4,1,3,1.05,0,0,14.5,0,8.44,425,MNC
452,22,Bachelors,Tier 3,8.57,2,3,4,2,0.39,0,0,17.0,0,6.91,341,Mid-size
453,26,Bachelors,Tier 2,7.69,1,3,5,0,0.12,0,0,16.0,1,5.97,439,Startup
454,27,PhD,Tier 2,7.16,1,5,3,0,2.93,1,1,17.0,0,9.34,352,MNC
455,22,Bachelors,Tier 1,6.54,4,0,3,1,0.37,0,0,7.5,0,3.78,463,MNC
456,31,Bachelors,Tier 3,7.67,3,3,5,0,0.65,1,0,17.0,1,6.45,524,Startup
457,30,Bachelors,Tier 2,7.75,1,2,1,0,1.0,0,0,6.0,1,3.08,449,Startup
458,22,Bachelors,Tier 2,7.05,0,4,4,1,3.73,0,0,17.5,1,6.28,414,MNC
459,30,Bachelors,Tier 3,7.81,1,2,2,0,0.01,1,0,9.0,1,3.39,439,Mid-size
460,21,PhD,Tier 1,6.79,0,3,3,0,7.47,0,0,12.0,1,3.83,331,Startup
461,28,Bachelors,Tier 1,7.27,3,5,4,0,0.82,0,0,18.0,1,3.82,541,Mid-size
462,21,PhD,Tier 2,7.22,1,2,1,1,0.18,0,0,7.5,0,7.54,433,MNC
463,29,Masters,Tier 1,8.21,3,3,4,1,1.29,2,0,17.5,0,8.22,605,MNC
464,31,Masters,Tier 2,6.43,2,5,3,2,1.42,0,0,19.0,1,7.08,671,MNC
465,26,Bachelors,Tier 3,7.61,2,4,4,3,0.86,0,1,20.5,1,9.74,261,Mid-size
466,27,Masters,Tier 1,7.75,1,1,4,0,0.79,1,1,11.0,0,5.62,514,MNC
467,33,Bachelors,Tier 1,7.59,1,1,2,2,0.6,0,0,9.0,1,5.0,401,Mid-size
468,30,Masters,Tier 1,6.73,1,4,5,1,3.43,1,0,20.5,1,9.08,466,Startup
469,27,Bachelors,Tier 3,9.06,3,5,2,1,0.65,0,0,15.5,1,4.57,431,MNC
470,30,Bachelors,Tier 2,8.67,2,1,3,0,0.06,0,0,8.0,1,9.74,293,MNC
471,23,Bachelors,Tier 2,9.36,1,4,3,0,4.72,0,0,14.0,1,3.09,515,Startup
472,22,Bachelors,Tier 2,6.03,3,4,4,0,0.36,0,0,16.0,1,9.79,361,Startup
473,29,Masters,Tier 1,7.84,0,2,4,0,1.3,0,0,12.0,0,3.3,617,Mid-size
474,28,Bachelors,Tier 2,6.35,0,9,1,0,0.84,0,0,20.0,1,9.24,409,Startup
475,33,PhD,Tier 3,6.94,2,2,2,0,0.44,0,0,8.0,0,6.69,464,MNC
476,32,Masters,Tier 1,6.61,2,0,5,0,0.12,1,0,11.0,0,9.95,506,Startup
477,30,Bachelors,Tier 3,7.79,1,7,5,1,0.71,0,0,25.5,1,3.52,499,MNC
478,27,Bachelors,Tier 3,7.76,1,0,1,0,1.18,1,0,3.0,1,6.88,512,Mid-size
479,29,Bachelors,Tier 3,5.28,1,3,5,2,0.25,1,0,20.0,1,9.79,520,Startup
480,24,Masters,Tier 2,8.54,3,2,3,0,1.2,0,0,10.0,1,6.66,419,Startup
481,33,Masters,Tier 3,7.82,0,2,5,2,0.87,1,0,18.0,1,7.41,394,Mid-size
482,24,Masters,Tier 2,8.19,2,6,3,0,1.52,1,2,19.0,1,7.87,523,Mid-size
483,21,Bachelors,Tier 3,7.75,1,3,3,0,0.88,0,0,12.0,1,6.18,452,Mid-size
484,28,Bachelors,Tier 3,7.36,3,4,5,0,0.68,0,0,18.0,1,7.39,353,Mid-size
485,34,Bachelors,Tier 2,7.83,2,2,5,1,0.37,1,0,16.5,1,7.09,445,Startup
486,34,Bachelors,Tier 1,7.81,2,0,3,1,1.59,0,0,7.5,0,9.31,277,MNC
487,32,Bachelors,Tier 2,7.94,2,3,5,0,1.01,0,0,16.0,1,3.32,420,Startup
488,23,Masters,Tier 3,7.48,1,5,3,1,2.0,0,0,17.5,1,4.97,418,Startup
489,27,Bachelors,Tier 2,6.99,2,4,3,0,4.0,1,0,15.0,0,9.65,438,Mid-size
490,32,Bachelors,Tier 1,7.71,2,5,4,2,0.12,1,0,22.0,1,9.23,445,Startup
491,22,Masters,Tier 3,8.57,1,4,2,3,3.78,0,0,16.5,1,6.19,527,Mid-size
492,22,Masters,Tier 2,6.52,0,6,4,0,0.97,0,0,20.0,0,7.34,599,Startup
493,27,Masters,Tier 1,7.89,3,1,4,1,1.78,1,0,12.5,1,4.94,382,Startup
494,26,Masters,Tier 3,7.25,3,3,5,1,0.72,0,0,17.5,1,4.32,371,MNC
495,23,Masters,Tier 2,7.22,0,2,2,0,2.3,0,0,8.0,0,6.25,454,Startup
496,29,Bachelors,Tier 2,7.11,2,6,4,1,0.16,1,0,22.5,0,5.47,325,Startup
497,30,Bachelors,Tier 3,7.92,2,0,2,1,0.12,0,0,5.5,0,7.09,658,Mid-size
498,34,Bachelors,Tier 1,7.54,1,3,1,2,0.01,1,0,12.0,1,3.54,447,Mid-size
499,33,Masters,Tier 1,8.79,3,4,3,1,0.68,0,0,15.5,1,9.82,338,Mid-size
500,26,Masters,Tier 1,7.74,1,3,1,0,1.06,1,0,9.0,1,9.9,362,Startup
501,30,Bachelors,Tier 1,7.4,2,4,3,1,0.61,0,0,15.5,1,7.89,352,Mid-size
502,30,Masters,Tier 2,8.26,1,3,2,0,0.26,1,0,11.0,1,6.75,550,Startup
503,26,Bachelors,Tier 3,8.82,1,1,2,0,1.59,1,0,7.0,1,5.17,469,MNC
504,21,Masters,Tier 2,8.74,2,2,1,1,0.09,0,1,7.5,1,8.7,684,Startup
505,24,Bachelors,Tier 1,8.48,1,1,2,2,0.37,1,0,10.0,0,7.79,37,Startup
506,30,Bachelors,Tier 3,7.29,1,5,2,0,1.54,2,0,16.0,1,4.14,588,Startup
507,26,Masters,Tier 3,6.94,1,1,4,1,1.92,1,0,12.5,1,9.38,156,Mid-size
508,26,Bachelors,Tier 3,7.48,1,1,4,2,0.36,0,0,13.0,0,8.76,329,Startup
509,31,Bachelors,Tier 3,8.52,0,5,2,1,3.15,1,0,16.5,0,9.65,428,Startup
510,32,PhD,Tier 1,7.92,2,2,2,1,0.14,1,0,10.5,1,8.08,348,Mid-size
511,25,Bachelors,Tier 2,7.66,0,3,2,3,0.66,0,0,14.5,1,7.29,354,Mid-size
512,21,Masters,Tier 2,7.86,4,4,4,1,2.22,1,0,18.5,1,5.93,530,MNC
513,28,Bachelors,Tier 3,7.11,0,4,3,0,1.29,0,0,14.0,1,9.53,590,MNC
514,25,Bachelors,Tier 2,7.55,1,4,2,0,4.82,0,0,12.0,1,9.06,546,MNC
515,32,Bachelors,Tier 2,7.45,0,4,1,0,0.22,0,1,10.0,1,3.32,480,Mid-size
516,32,Bachelors,Tier 1,6.73,0,1,4,1,0.62,0,0,11.5,1,3.18,457,MNC
517,32,Masters,Tier 3,6.5,3,3,1,1,2.53,1,2,10.5,1,5.64,232,MNC
518,25,Bachelors,Tier 1,7.84,2,4,2,2,3.66,0,0,15.0,1,8.67,380,MNC
519,27,Masters,Tier 2,8.14,2,4,4,2,0.71,1,0,20.0,1,9.91,325,MNC
520,24,Bachelors,Tier 1,7.37,1,3,5,2,2.63,0,0,19.0,1,4.05,581,Mid-size
521,26,Bachelors,Tier 1,7.65,0,4,4,0,0.51,0,0,16.0,0,7.16,583,MNC
522,33,Bachelors,Tier 1,8.87,0,2,2,0,0.01,1,0,9.0,0,5.67,327,MNC
523,24,Masters,Tier 3,6.41,1,1,2,1,10.45,0,0,7.5,1,9.79,251,MNC
524,34,Bachelors,Tier 2,7.06,3,0,5,1,1.67,0,0,11.5,1,8.89,675,Startup
525,23,Masters,Tier 1,8.31,2,1,4,1,0.17,1,0,12.5,1,8.87,720,Startup
526,27,Bachelors,Tier 1,7.21,1,2,4,0,0.63,0,0,12.0,0,6.28,311,MNC
527,28,Masters,Tier 2,7.29,1,4,5,1,0.07,0,0,19.5,0,5.9,281,MNC
528,24,Masters,Tier 2,7.18,3,6,3,2,1.3,0,0,21.0,1,4.91,383,Startup
529,33,PhD,Tier 2,5.89,3,2,2,1,1.1,1,1,10.5,1,3.39,508,MNC
530,22,Bachelors,Tier 3,7.06,0,6,2,0,0.98,0,0,16.0,0,9.05,542,Startup
531,32,Bachelors,Tier 1,6.28,3,5,5,1,1.95,0,0,21.5,0,8.69,316,MNC
532,30,Masters,Tier 2,7.4,1,0,4,0,1.53,0,0,8.0,1,10.0,646,MNC
533,34,Masters,Tier 1,8.89,0,4,1,4,1.95,0,0,16.0,0,9.98,361,MNC
534,23,Bachelors,Tier 1,7.85,1,4,2,1,2.75,0,1,13.5,0,6.89,445,MNC
535,21,Masters,Tier 3,7.74,2,1,4,1,0.43,2,0,13.5,0,8.38,409,MNC
